Id,Conservation,Openness to change,Hedonism,Self-enhancement,Self-transcendence
SamParkerMetal,0.6136171981315994,0.7769129255686129,0.7856594734638818,0.6834696933249745,0.8177988063593576
Sapphire__Steel,0.5717517833049405,0.7822700422899365,0.7599126274692021,0.6720569744757219,0.8207842216506487
ScottCollura,0.6266587291370365,0.7420379931633384,0.7510276334422079,0.6607667379611187,0.813626187092485
ShavedSheev_,0.627137848600141,0.7949379563500495,0.8056945819079008,0.693197549706772,0.8224072609579288
ShinobiFist,0.6684504297129524,0.7806605705908971,0.8005481319413389,0.7000458928388937,0.8221647520094767
ShinobiKnuckles,0.657557240413583,0.7554336967199818,0.7677645531254299,0.672765888851165,0.8173283848165429
SolidZdar,0.6307628982379297,0.757473147186091,0.7823606083004474,0.6720577648275342,0.8167453908292702
speedingahead,0.6443006517917652,0.7507974039957263,0.7887643715690164,0.7010193758082152,0.8071095978894935
Steele131,0.6267834940088798,0.7578894299794731,0.7828030137369968,0.7032083874602586,0.804585991180173
strouse_kristy,0.6493413989559434,0.8003681278800457,0.8071603929638416,0.7172151741144488,0.8272451279372885
tandingess,0.6641986658089719,0.7243668705608202,0.7531181013484615,0.6834198123697681,0.8059034766671116
TDeanwright1,0.6570587774980591,0.8070733003829731,0.843813091681578,0.7055534339796744,0.8309874171103835
terrance_may,0.6448711073469033,0.816796510430394,0.8393463654234793,0.7004584793229773,0.8329858766103014
ThatZachWilson,0.6428879909980397,0.7829902644781268,0.7912507396722113,0.6889198588720953,0.8261962443809094
TheAgeOfBatman,0.6534246252478504,0.7628180036478706,0.8035108586500216,0.6877165229206078,0.8180114761449602
TheBenBegley,0.6055901906261683,0.7893350140694035,0.8114287649935517,0.7244537681575963,0.8228693861701099
thejoekucharski,0.6539572700164997,0.7606957118900103,0.7841771508005716,0.7071265425143136,0.8147441016978597
TheLastSean_,0.6458352010743103,0.7910334097638425,0.8240570297820676,0.7081258442278363,0.8249409271774231
TheMarckoguy,0.6247255928350331,0.8004756675256823,0.8081647248812502,0.6932207620380272,0.8261887078842389
TheNumbJarl,0.6595923805915646,0.74030250652447,0.7694632001391143,0.6723950783036978,0.8114847028648409
TheOffensiveApe,0.6114457218661438,0.812533078645687,0.8411306299755131,0.7194513916897425,0.8279398323863787
theonlytroyever,0.6272366631508781,0.7544384260713758,0.7601620426826018,0.6698192611073319,0.8161977843966848
thetoog91,0.6400684804235142,0.780272128874578,0.7982201349282875,0.6832992171746473,0.8158912474513309
tommeelopez,0.6606256421219421,0.7511446697815491,0.7707817314734005,0.6709601823528496,0.8195549726586323
Travdawg01,0.6631491216880799,0.8141947587286288,0.8520882681663566,0.7161460621110669,0.8238073818017557
travis112096,0.6651427781615435,0.7497156417424831,0.7809650286644672,0.6877271669442006,0.8216040561825395
TxZ1872,0.65070335505742,0.8087791761542573,0.8328774892088141,0.6972944698602058,0.8269768876287452
UberKryptonian,0.6213113756876525,0.7691921853323884,0.7740571591932278,0.6933757621042591,0.8190844335391945
uprisingenvoys,0.6662148006138685,0.7970278657271751,0.8300161721570386,0.6901028880031249,0.8361054985544352
uren_marc,0.6493159992795327,0.7853144509854401,0.8007979228337269,0.6837980485317746,0.8217289925389126
villeneuveist,0.641159700833723,0.8021059594438649,0.8187397814388517,0.7049879411263068,0.8228459638448005
willkruzzette,0.6124029005123668,0.7869898673746518,0.8116210859382982,0.7045453958440194,0.8265425269577055
wolfmanwalter13,0.6124958611012514,0.7687140854229138,0.7796699233950082,0.6761627518976776,0.8184826717645274
worldsofdceu,0.6617879946368274,0.7975968060146523,0.825521496478014,0.6986409263521545,0.8215606894270504
wyattyhalpert,0.5751304196301702,0.779407507761896,0.7790405382945764,0.7033428645200449,0.8209339860000606
ya_girlmeg,0.6879359167767709,0.7769168465938096,0.7979071622441345,0.6825897157257748,0.825034547771236
zarafrancis5,0.6442480519123327,0.7820768603334671,0.7896628778595078,0.7229500208632461,0.8326769044434623
zascmo,0.6260595272836538,0.7931790502323437,0.8143061541724264,0.6939298814701219,0.8171025886822353
zoidberg95,0.6450256746516126,0.7952774822517165,0.7921725431371309,0.6794146360742596,0.8339651916240531
_TronVin_,0.6186143408372393,0.7897826494891143,0.8064539980442665,0.6965306713606046,0.8186642748363636
__Nathan,0.6362722129944611,0.7695968308233418,0.7784532275892874,0.6968705681874638,0.8208091567545847
