Id,Conservation,Openness to change,Hedonism,Self-enhancement,Self-transcendence
devinsays,0.5689224255658646,0.7692336844319961,0.6959172066554947,0.6179023017281052,0.813274362851157
dimensionmedia,0.5992100925466075,0.7774191056801675,0.7193331871306772,0.6520809266830196,0.8212406294258754
Di_Knox,0.6334247102694766,0.7742282156506172,0.7379916187304545,0.7050452203009019,0.8126049609045894
donnacamos88,0.6354213330179205,0.8003956790166807,0.7761968257221585,0.6647530695719133,0.834483126813543
dremeda,0.6012484058948011,0.7501869828197552,0.7012256735756837,0.6453608225706635,0.8106703194713399
DrHassanRashidi,0.6243059335134911,0.783439790659457,0.6578090605156042,0.6707251966591147,0.8287825446158137
EddieACopeland,0.5965297863220567,0.7747386048511411,0.6778967243101157,0.6300366155582586,0.8120713118719459
EmmaBostian,0.6072242395468421,0.8167189284385181,0.7713110210709241,0.6874468616530142,0.8343033178309939
ErikNaso,0.6393252684559003,0.7633589125459102,0.7405485204081781,0.6609598824472736,0.8191992662026186
erinfoox,0.6422408399992201,0.8070709037486921,0.7887127222476975,0.6962255621087142,0.8293672370802244
FeleciaHatcher,0.6558037745948738,0.7899778496219209,0.7502725104041019,0.6842303971401356,0.8204331233972466
Fisher85M,0.6338946573847991,0.7577980578668941,0.7201362004283155,0.6938426443644836,0.8049578570030717
fklivestolearn,0.6484043556560672,0.7697818172634305,0.728549491272264,0.7048662843335205,0.8092166282817204
franciscof_1990,0.6245862200319366,0.7699167108444258,0.7499429435014875,0.6495705855309344,0.8173885314670338
geekyranjit,0.6113479444107048,0.7524307189863536,0.722579132164914,0.6579227613071202,0.8099347559299417
GioakG,0.6268647854121817,0.7978509522549628,0.7745320008752525,0.6724024183254838,0.8254906220578081
gksoriginal,0.6284754922733365,0.8064034512285349,0.7297614089406698,0.677487257501519,0.8286129244765275
GregSalazarYT,0.6072484689462927,0.7789178921835702,0.7672613516496299,0.6566450939831263,0.8168606825462392
GTA_JUNKY,0.6559566688075351,0.8075625933745044,0.8370146908835391,0.6793963864999105,0.821929386371293
harphies,0.6149153207172063,0.7933309626183662,0.698371198935672,0.6614443694728203,0.8233712390758916
HeinzVHoenen,0.6600035159232995,0.7678953353913276,0.7077038247958919,0.6465367862615198,0.8208099672119804
IanLJones98,0.649536774142002,0.7656915141474315,0.7061636798844106,0.6757510811549934,0.8217407286271943
ilovejamil11,0.6487353922073473,0.7771878078720186,0.7471857367990038,0.6951372166986871,0.8414820328367196
ImKKingshuk,0.6923619630313878,0.7481496356774314,0.7240872362397769,0.6652913585480986,0.8067483601017369
IrenaTadic1,0.6385577848534072,0.7779091742474538,0.699174015451684,0.6853896818146974,0.8258883287228005
jacksonhvisuals,0.6559503421275558,0.8040742903551797,0.8082753147606541,0.6923602864152456,0.8258457007494165
Jitendra_Jain99,0.7084713323719194,0.7686331096383895,0.7778328119658637,0.7051320189715293,0.8143763011923809
JJJ,0.574301285864323,0.7802534554716158,0.7414101352980863,0.6558292828965587,0.8210191942795841
jlengstorf,0.6301215736134754,0.7941400005492782,0.753595808398752,0.6532755578733789,0.8277943592585256
JosephLaurino,0.626310658581608,0.775670525645206,0.7026949865697397,0.6333162784511289,0.821956314958829
jsjoeio,0.6259897456105732,0.7892170007176964,0.7347161152046727,0.6483973042197442,0.8284608760023539
Julez_Norton,0.6418177211233204,0.7690640678323368,0.6767511250964715,0.6495702134417995,0.8223965167494467
JustinWeyenberg,0.6343603507306892,0.755567778473113,0.7247248360719176,0.6352292352790003,0.8178501966990179
KatieFujihara,0.6338432850895932,0.8346702520420619,0.8300967270225315,0.7084754513630154,0.8372082911405277
kaynonlloyd,0.6440690249019656,0.7707701678353255,0.7391359229420934,0.6596694597550167,0.8154358547208956
kenbolido,0.6293441588611813,0.8027163404443328,0.8135359577932659,0.6960041654582674,0.8253627841157176
KhaliaBraswell,0.6713960010409502,0.8175151351011694,0.8283473679292535,0.6906917993709276,0.837120759625375
khushbooverma_,0.6581168795238108,0.8113745562783785,0.7531309357572004,0.6836192610691771,0.831714973793773
kindavishal,0.6459389916060138,0.7725240338560928,0.7254276912173994,0.6429717562984094,0.822091096246627
kovshenin,0.5963140133483837,0.7550193778248486,0.7137818990602736,0.6171102246611275,0.8115023960494931
kurianbenoy2,0.631677818031581,0.7756790034334179,0.7054573060802447,0.6612758250652093,0.8209116958023551
kyleshevlin,0.5661419991378246,0.8060763273492568,0.7580920705152572,0.6569569421563185,0.8293983507969938
lavie_encode,0.6183568630139251,0.8243068134062956,0.7982821398797322,0.6851907463517222,0.8390256285684764
lebogangmokubel,0.6655346874967047,0.7943498216921884,0.7556147076116424,0.6938247277419278,0.8221778462688535
lindsyspaghetti,0.6826841933334237,0.7933532753255134,0.8019799476497786,0.7130382284553314,0.8283862737364857
Luttu_27,0.6723430584942827,0.7753856438857865,0.7690871473006884,0.6973078803121584,0.8106443678845429
manbirmarwah,0.6453345420258305,0.7800457434002368,0.7375324205851544,0.6561436838668419,0.8185174658355583
MaxWinebach,0.6109843895661093,0.7817866969962269,0.7751302602646795,0.6825055532091496,0.816430383246747
MHcommunicate,0.6651454734459582,0.7544843387738308,0.7187520767947315,0.6714563134378343,0.814152828142635
mikewilks,0.6161319824770566,0.7275160116050589,0.6844772348439563,0.6268267536905676,0.8050498959109197
milocamj,0.6287263972363614,0.7674017647382412,0.69835084258516,0.6900360384744101,0.8090175608434805
MiraTechno,0.6654616913139096,0.7968517551903471,0.7426884466446669,0.6879454353294397,0.826924947558376
mjackson,0.5973952419711848,0.7962851157922473,0.7577756832144747,0.6554403261790481,0.8238168314500967
mkuphal,0.6233697855963967,0.7566497931808471,0.7076376407319741,0.6410750523371532,0.8125889640709645
mlamons1,0.6055630189559237,0.7792740804047713,0.677486989008822,0.6620128547802476,0.8231841362032339
mmitchell_ai,0.5869259649635066,0.7932551889200605,0.7359062046485415,0.663040923321463,0.8227380841200572
Nikkitagandhi,0.6645333194455353,0.806412285506587,0.7578838159308481,0.695690808156818,0.8269727058456074
Noluintech,0.6013528839538502,0.8227705946458831,0.7635647392019337,0.6961091508711974,0.8363462392722686
OfficialMr_West,0.6294050362265262,0.7737497829831451,0.7585713120491234,0.6598256653758466,0.8134397955345354
pascal_bornet,0.6232351639333567,0.7757484058703834,0.6788243030839055,0.6566347031191793,0.8181121527636801
PawlowskiMario,0.6595441160249933,0.7573478242984416,0.6936420094372894,0.6409448533062466,0.8173521564438452
pilhofer,0.561081753022641,0.7766725946827105,0.7367345918735693,0.6756932901844913,0.8141729639215649
pritesh749,0.6811279504462266,0.7803014277145548,0.7885750243353814,0.698973446092696,0.8066985290882931
qbking77,0.6908236190999623,0.7454273823028382,0.7281985122134407,0.6703437679951147,0.8142168725992791
rajat_shrimal,0.6636877096924864,0.7655707077783579,0.6821428064963524,0.6580183519277992,0.8211638054522747
rajiinio,0.5709877348188448,0.7969698034438685,0.7213091355094245,0.662362679468739,0.8236502101472989
rakyll,0.5661323137315154,0.7995918325541579,0.7456941013473899,0.6686488754853448,0.8258894183849672
rauchg,0.5942043320881942,0.7850801054613956,0.7336639304897336,0.6451667210282211,0.8163972451568545
RedskullPro,0.6345670228641629,0.7817017719526396,0.7715716328411755,0.6777699514298736,0.8168333743832098
RenatoMunari,0.6702226032271124,0.752396764470023,0.693541090453171,0.6348837431442569,0.8168360688656977
rhythm_ved,0.6807817351621015,0.7695766167471201,0.7597566415012107,0.6765621821048017,0.8165656040109358
richtalkskicks,0.6462720226581995,0.7984568787617049,0.810343032501451,0.7047658063390062,0.8200782620569474
rmccue,0.5717315839446004,0.779393118146843,0.7385236178482412,0.6442132160230228,0.8145868160911434
RODENT950,0.6370818056473346,0.7461465063431831,0.7205050888837968,0.6488431996483228,0.8027006249113278
rogeroldham,0.6364119605646943,0.7551825684455813,0.7338201117180831,0.6348058670645351,0.8120017439722198
Ronald_vanLoon,0.6346643142578943,0.7806506445434953,0.6913045630841117,0.6826884212133912,0.8226293914442044
RonAmadeo,0.6136424673855796,0.7450052743232372,0.7159023284441735,0.6510932200351988,0.8076932718595088
ruchowdh,0.577359085483973,0.7949631474768901,0.7394190053067771,0.6814291227401298,0.8228347926409041
rudhranandu,0.6766970086584542,0.7448095683018344,0.7238613790344458,0.668259655993884,0.804105596137724
ruha9,0.6166054365674363,0.7777642841628982,0.708372925332144,0.6578122600967029,0.8241812089749662
ryanflorence,0.589900925628008,0.7920943837715955,0.7643585138213537,0.6550856490176792,0.8234342443347512
ryanngro,0.6500689059697321,0.7615499354136392,0.762973899706797,0.6546568128940021,0.8179511904172729
sandeep9sarma,0.6373206791062513,0.7710969807550385,0.7449898566879171,0.6634124411684453,0.8132964928104716
sandhya3198,0.7018441343964927,0.7890156608248278,0.7695642680911405,0.6906861889140254,0.8269126370711565
sarah_edo,0.6174686906910798,0.7985187588975193,0.7576977513775538,0.6651818453033554,0.8271873874451627
sashamonique66,0.7189626840283285,0.7321020546205329,0.7092405862828497,0.6442468261667958,0.8239303756089162
scottobrien61,0.6446112507765653,0.7676784124502255,0.7140441676009616,0.6501925053289164,0.8161660713040088
Sherrell_Dorsey,0.6147416526311021,0.7959960908827265,0.7350305927395339,0.6705873490786574,0.8283447079450267
shuvam360,0.6310310266265414,0.8060699878079209,0.7512373731747547,0.6929912665903714,0.8238618369396178
sidagarwal04,0.6643861026092583,0.7739641401209962,0.7176960176552841,0.6773835281231608,0.8161371331921188
sophiebits,0.5611007628730308,0.8033864474465657,0.766971792865827,0.6769477930144467,0.8193923557127865
stufflistings,0.6747307914973493,0.7678481736837294,0.7627888663038499,0.679415604668091,0.8096373326605217
StyleListings,0.691212941444772,0.7917303210622854,0.8046289636275038,0.6940042681456521,0.8211765352707054
SwapnilBhoite28,0.6426114005868097,0.7708765328098945,0.7488832505685147,0.6535672858566484,0.8172414999097358
s_anuj,0.6478273617400929,0.768583146960671,0.7484255531788703,0.67036630140537,0.8131503567969137
TechLineHD,0.6989051927072293,0.7389036122529398,0.7224560777511494,0.6839766068356599,0.813568303744437
Techlovi1,0.6848108045188,0.7434089744344731,0.7051681115730023,0.6588540168778654,0.8004506996415386
TechnologyJock,0.6437306098208777,0.7654845867600244,0.7525955116628585,0.6698748996271253,0.8117294343224808
techo_aj,0.6991561180904529,0.7531283152414389,0.7481256533604325,0.6800614936132136,0.8100435697564868
terrajobst,0.5752483321419761,0.7940749031540255,0.7649489047832221,0.6635377131194692,0.8193792939459648
thecaitcode,0.6093585689771782,0.8208894999974146,0.7647562850749046,0.6857954589396544,0.8342709424026881
THEDawnDickson,0.6459053683544189,0.7975290971850387,0.7453937582783635,0.6922150137277181,0.8236170596717991
TheMaxamillion,0.6125944018159857,0.7669121585319966,0.7345839696981791,0.6484981382618973,0.8194432029621488
theMrMobile,0.6200221034723261,0.7927165049152086,0.7843079103740102,0.6792961901573059,0.823732535580278
thetronjohnson,0.6440881687821048,0.7666491419558165,0.7151846221185404,0.6434085172283355,0.8213685005598064
the_lopetee,0.6806777897719161,0.8088733060556811,0.8085166918152779,0.6942085891929817,0.8226863791429246
tldtoday,0.6547364946073937,0.7876776395729042,0.7970150113405474,0.6909391511217238,0.8221759789935739
tom_cardoso,0.6166691744977905,0.7617955703330286,0.7429530947232876,0.6560585942152477,0.8134380481420095
TrevorHay,0.6171617487353632,0.7817159240512705,0.7046154979827168,0.6706637656511641,0.8192628194189447
UltraLinx,0.5752801900776886,0.7888110015397363,0.7435270686913968,0.6720553035197367,0.8176257633184154
vlandham,0.6333232952800892,0.7789167739757482,0.7095396266469043,0.6328000258762196,0.820335061293264
WellPaidGeek,0.5613778347490243,0.7920057820723068,0.7239064909687464,0.6673587181015177,0.820669756679017
wonderoftech,0.6807978897695051,0.7154197415231468,0.6525356083728001,0.6242481541407651,0.8181176692947508
YuHelenYu,0.6548725539021863,0.7664111657717971,0.7238697595459377,0.6705342816907683,0.8137544323534234
zaibatsu,0.6104826524107947,0.7675701615612393,0.679210034701143,0.6278523414222594,0.8161747835305215
_darrenburns,0.5980717998206638,0.7670224947796622,0.7451659209526253,0.6477057415452318,0.8167613160608274
